Date,Open,High,Low,Close,Volume
2012-01-03,260.0,260.0,258.0,258.0,3350.0
2012-01-04,259.75,259.75,259.75,259.75,704.0
2012-01-05,264.75,265.75,258.0,261.0,436448.0
2012-01-06,262.0,263.75,260.25,260.25,8149.0
2012-01-09,261.0,265.44,260.0,260.0,8464.0
2012-01-10,262.06,262.06,0.0,262.06,277.0
2012-01-11,262.82,262.5,262.5,262.5,270.0
2012-01-12,266.5,266.5,265.0,266.5,32894.0
2012-01-13,265.25,266.75,263.6,265.0,9501.0
2012-01-16,263.25,267.08,263.0,263.0,7391.0
2012-01-17,268.0,271.25,267.56,267.56,5064.0
2012-01-18,267.5,272.0,267.5,271.75,11087.0
2012-01-19,274.0,278.0,273.81,278.0,907728.0
2012-01-20,277.0,280.0,277.0,280.0,227696.0
2012-01-23,281.25,285.0,280.56,285.0,5853.0
2012-01-24,283.0,283.0,282.0,282.5,10775.0
2012-01-25,282.0,287.48,281.37,283.0,13076.0
2012-01-26,283.61,287.0,0.0,284.61,128070.0
2012-01-27,287.75,287.75,283.0,283.5,7496.0
2012-01-30,283.5,285.5,281.5,282.5,19403.0
2012-01-31,283.01,285.87,275.75,275.75,24680.0
2012-02-01,283.0,290.0,283.0,287.0,47140.0
2012-02-02,290.75,293.5,290.0,291.0,65090.0
2012-02-03,294.49,298.0,0.0,295.5,20348.0
2012-02-06,299.25,299.25,294.0,294.26,57980.0
2012-02-07,296.75,300.0,294.5,300.0,20254.0
2012-02-08,295.56,302.0,295.56,302.0,21861.0
2012-02-09,297.58,303.0,297.58,303.0,12130.0
2012-02-10,302.0,302.36,300.0,300.0,8889.0
2012-02-13,304.75,304.94,304.75,304.75,6147.0
2012-02-14,303.5,306.74,303.5,303.5,4819.0
2012-02-15,307.0,309.39,305.0,307.75,1785.0
2012-02-16,306.0,310.0,304.0,310.0,19661.0
2012-02-17,306.5,307.75,305.9,306.5,3539.0
2012-02-20,312.75,312.75,309.0,312.0,2745.0
2012-02-21,311.75,312.0,307.0,307.0,37396.0
2012-02-22,,,,310.9,0.0
2012-02-23,310.75,314.58,310.75,310.75,430.0
2012-02-24,312.0,312.16,311.25,312.16,3346.0
2012-02-27,312.0,312.0,312.0,312.0,389.0
2012-02-28,314.75,315.5,311.01,315.5,8225.0
2012-02-29,315.75,316.0,314.0,314.0,9442.0
2012-03-01,316.75,316.75,313.5,313.76,7111.0
2012-03-02,,,,315.0,0.0
2012-03-05,313.0,315.81,311.78,315.25,5400.0
2012-03-06,314.0,314.0,305.5,305.5,15826.0
2012-03-07,308.25,310.5,308.0,310.0,32690.0
2012-03-08,312.75,314.69,309.0,309.0,8383.0
2012-03-09,315.5,315.5,310.51,315.0,9327.0
2012-03-12,311.75,315.0,311.04,315.0,18156.0
2012-03-13,314.5,319.0,314.26,318.75,21356.0
2012-03-14,320.08,320.75,317.5,320.0,47723.0
2012-03-15,321.0,321.25,318.0,320.0,26300.0
2012-03-16,322.75,323.0,318.5,323.0,11474.0
2012-03-19,322.75,323.0,318.0,318.0,1197.0
2012-03-20,317.0,317.5,313.25,317.0,11875.0
2012-03-21,317.0,317.25,313.25,313.25,3841.0
2012-03-22,313.38,317.5,311.01,317.5,372.0
2012-03-23,314.5,316.25,311.01,316.25,7877.0
2012-03-26,317.0,317.39,314.15,317.0,496.0
2012-03-27,318.0,318.5,315.75,315.75,4909.0
2012-03-28,315.0,319.74,314.7,319.0,1918.0
2012-03-29,314.0,315.16,310.5,313.25,12771.0
2012-03-30,310.5,314.49,310.11,314.0,1246.0
2012-04-02,313.0,316.9,311.0,314.0,28338.0
2012-04-03,317.0,318.0,313.0,318.0,14209.0
2012-04-04,314.5,314.75,308.0,308.0,25042.0
2012-04-05,308.0,311.38,306.26,306.26,15066.0
2012-04-10,303.5,305.0,299.98,300.0,29378.0
2012-04-11,302.0,303.64,298.26,300.3,15475.0
2012-04-12,306.0,309.0,301.83,309.0,16280.0
2012-04-13,310.75,311.0,306.18,311.0,2920.0
2012-04-16,304.25,308.0,303.53,308.0,921.0
2012-04-17,308.0,309.0,303.82,309.0,11398.0
2012-04-18,307.25,309.05,307.01,309.05,718.0
2012-04-19,310.0,313.0,308.25,313.0,17104.0
2012-04-20,311.5,312.0,310.01,311.5,10359.0
2012-04-23,311.0,311.0,305.0,306.0,47385.0
2012-04-24,309.0,310.75,309.0,309.0,11774.0
2012-04-25,311.75,312.0,309.81,311.5,18908.0
2012-04-26,311.5,314.75,311.5,312.0,10538.0
2012-04-27,315.0,315.0,311.5,315.0,7464.0
2012-04-30,316.0,318.63,312.25,314.0,3000.0
2012-05-01,316.0,317.0,313.0,316.25,5261.0
2012-05-02,317.0,317.5,313.0,317.0,76214.0
2012-05-03,314.75,314.75,313.0,313.0,74.0
2012-05-04,316.25,317.0,309.5,309.5,18698.0
2012-05-08,308.25,309.88,301.0,302.0,84872.0
2012-05-09,301.0,301.0,298.5,298.5,7003.0
2012-05-10,300.0,303.0,297.42,303.0,37707.0
2012-05-11,299.0,300.53,295.0,295.0,34771.0
2012-05-14,294.0,294.0,290.0,292.56,18999.0
2012-05-15,290.0,293.48,288.0,288.0,7256.0
2012-05-16,287.0,287.75,283.25,283.26,15976.0
2012-05-17,285.0,287.5,285.0,287.0,2059.0
2012-05-18,280.0,285.0,279.0,280.0,24308.0
2012-05-21,282.5,283.79,280.25,281.0,16518.0
2012-05-22,282.0,284.31,280.13,283.5,4666.0
2012-05-23,279.0,279.0,277.0,277.0,10692.0
2012-05-24,,,,281.0,0.0
2012-05-25,,,,281.95,0.0
2012-05-28,281.26,281.26,279.0,279.0,170.0
2012-05-29,284.0,289.5,279.25,289.5,7439.0
2012-05-30,281.09,284.14,281.09,284.14,1244.0
2012-05-31,284.0,285.25,284.0,284.5,13131.0
2012-06-01,284.5,284.5,280.0,280.75,29330.0
2012-06-06,284.75,285.75,284.25,285.0,2026.0
2012-06-07,285.25,288.9,280.26,286.0,30024.0
2012-06-08,288.0,288.0,281.0,284.5,8697.0
2012-06-11,290.0,292.0,284.0,292.0,25080.0
2012-06-12,285.25,285.5,283.01,284.5,1995.0
2012-06-13,286.0,289.0,283.0,284.5,14279.0
2012-06-14,282.0,282.75,280.76,281.75,7588.0
2012-06-15,283.25,287.25,283.25,284.0,39232.0
2012-06-18,284.0,289.0,284.0,284.0,26346.0
2012-06-19,,,,288.01,0.0
2012-06-20,290.0,291.75,287.7,290.58,3919.0
2012-06-21,290.0,294.0,290.0,294.0,39560.0
2012-06-22,293.0,294.22,292.0,292.0,28932.0
2012-06-25,292.0,292.62,291.0,292.62,18353.0
2012-06-26,293.5,293.5,292.0,292.0,18213.0
2012-06-27,293.0,294.0,292.0,294.0,5461.0
2012-06-28,294.0,297.0,292.0,297.0,26933.0
2012-06-29,297.0,300.01,297.0,300.01,2750.0
2012-07-02,301.0,302.75,298.4,299.0,45528.0
2012-07-03,299.0,303.0,297.56,303.0,22797.0
2012-07-04,300.0,303.0,300.0,302.0,3576.0
2012-07-05,303.0,304.25,303.0,303.0,6250.0
2012-07-06,301.0,301.0,301.0,301.0,1476.0
2012-07-09,301.0,305.0,300.0,305.0,15841.0
2012-07-10,303.0,305.0,303.0,305.0,4768.0
2012-07-11,303.0,306.0,302.94,306.0,15322.0
2012-07-12,303.5,308.0,300.48,308.0,25494.0
2012-07-13,,,,305.25,0.0
2012-07-16,,,,304.75,0.0
2012-07-17,306.25,307.25,304.0,304.0,3327.0
2012-07-18,,,,304.5,0.0
2012-07-19,307.5,307.5,306.92,306.92,2686.0
2012-07-20,306.0,310.5,306.0,306.0,79.0
2012-07-23,304.0,304.0,302.0,302.0,3743.0
2012-07-24,301.0,305.24,300.0,300.0,5201.0
2012-07-25,300.0,300.3,300.0,300.0,3507.0
2012-07-26,303.0,303.0,299.67,303.0,2129.0
2012-07-27,303.0,303.0,300.5,303.0,22027.0
2012-07-30,304.0,304.5,302.25,302.25,28119.0
2012-07-31,302.5,302.5,300.5,301.75,23326.0
2012-08-01,303.0,303.25,303.0,303.25,2756.0
2012-08-02,304.0,304.5,301.0,301.0,19534.0
2012-08-03,301.0,304.75,299.0,304.0,19531.0
2012-08-06,306.08,307.0,302.0,307.0,3472.0
2012-08-07,305.0,307.75,304.13,305.0,3245.0
2012-08-08,,,,302.14,0.0
2012-08-09,305.0,306.75,303.0,306.75,57687.0
2012-08-10,307.75,307.75,304.51,305.51,500.0
2012-08-13,307.0,308.2,305.25,307.0,5000.0
2012-08-14,307.0,310.0,307.0,310.0,17049.0
2012-08-15,307.0,310.0,307.0,310.0,225.0
2012-08-16,310.0,311.48,309.0,309.72,6001.0
2012-08-17,314.25,314.25,311.38,312.13,2200.0
2012-08-20,311.0,314.25,311.0,311.0,1002.0
2012-08-21,310.0,313.8,310.0,312.0,4795.0
2012-08-22,310.75,310.75,310.01,310.75,514.0
2012-08-23,312.0,312.0,310.5,310.5,7210.0
2012-08-24,310.0,313.44,308.51,310.0,28848.0
2012-08-28,312.0,315.17,312.0,313.0,41765.0
2012-08-29,313.0,314.25,313.0,313.75,17500.0
2012-08-30,313.0,315.5,312.01,313.0,44071.0
2012-08-31,313.0,320.0,313.0,320.0,14983.0
2012-09-03,319.0,322.5,316.5,322.5,8941.0
