Date,Open,High,Low,Close,Volume,Adj Close,Price
01/12/2015,17719.7207,17901.58008,17116.73047,17425.0293,118869500,17425.0293,-0.016630703
02/11/2015,17672.61914,17977.84961,17210.42969,17719.91992,124508500,17719.91992,0.002676501
01/10/2015,16278.62012,17799.96094,16013.66016,17663.53906,125214500,17663.53906,0.085075942
01/09/2015,16528.0293,16933.42969,15942.37012,16284.7002,136658000,16284.7002,-0.014722209
03/08/2015,17696.74023,17704.75977,15370.33008,16528.0293,136560900,16528.0293,-0.066041029
01/07/2015,17638.11914,18137.11914,17399.16992,17689.85938,97288100,17689.85938,0.002933433
01/06/2015,18017.82031,18188.81055,17576.5,17619.50977,106622700,17619.50977,-0.022106478
01/05/2015,17859.26953,18351.35938,17733.11914,18010.67969,98613000,18010.67969,0.008477959
01/04/2015,17778.51953,18175.56055,17585.00977,17840.51953,109717100,17840.51953,0.003487354
02/03/2015,18134.05078,18288.63086,17579.26953,17776.11914,117725000,17776.11914,-0.019738096
02/02/2015,17169.99023,18244.38086,17037.75977,18132.69922,97492600,18132.69922,0.05606928
02/01/2015,17823.07031,17951.7793,17136.30078,17164.94922,117091000,17164.94922,-0.036925237
01/12/2014,17827.26953,18103.44922,17067.58984,17823.07031,104533600,17823.07031,-0.00023555
03/11/2014,17390.90039,17894.83008,17278.35938,17828.24023,84050500,17828.24023,0.025147625
01/10/2014,17040.46094,17395.53906,15855.12012,17390.51953,131515200,17390.51953,0.020542789
02/09/2014,17097.41992,17350.64063,16934.42969,17042.90039,93944700,17042.90039,-0.003188758
01/08/2014,16561.69922,17153.80078,16333.78027,17098.44922,74480900,17098.44922,0.032409114
01/07/2014,16828.5293,17151.56055,16563.30078,16563.30078,81479500,16563.30078,-0.015760647
02/06/2014,16716.84961,16978.01953,16673.65039,16826.59961,87897100,16826.59961,0.006565232
01/05/2014,16580.25977,16735.50977,16341.29981,16717.16992,83254700,16717.16992,0.008257419
01/04/2014,16458.05078,16631.63086,16015.32031,16580.83984,99044200,16580.83984,0.007460729
03/03/2014,16321.70996,16505.69922,16046.99023,16457.66016,104783300,16457.66016,0.008329409
03/02/2014,15697.69043,16398.94922,15340.69043,16321.70996,115259400,16321.70996,0.039752315
02/01/2014,16572.16992,16573.07031,15617.54981,15698.84961,110196600,15698.84961,-0.052698006
