Date,Open,High,Low,Close,Volume,Adj Close,Price
01/12/2015,118.75,119.860001,104.82,105.260002,43734700,102.524529,-0.136635545
02/11/2015,120.800003,123.82,111,118.300003,39491000,115.225647,-0.04614533
01/10/2015,109.07,121.220001,107.309998,119.5,52804000,115.898346,0.062605171
01/09/2015,110.150002,116.889999,107.360001,110.300003,60620000,106.975632,-0.02881861
03/08/2015,121.5,122.57,92,112.760002,79152700,109.361488,-0.099905449
01/07/2015,126.900002,132.970001,119.220001,121.300003,50017800,117.113991,-0.077115925
01/06/2015,130.279999,131.389999,124.480003,125.43,41949200,121.101463,-0.07045238
01/05/2015,126.099998,132.970001,123.360001,130.279999,50251800,125.784088,-0.002505234
01/04/2015,124.82,134.539993,123.099998,125.150002,51396700,120.328499,-0.035983825
02/03/2015,129.25,130.279999,121.629997,124.43,53669600,119.636238,-0.074381137
02/02/2015,118.050003,133.600006,116.080002,128.460007,63081500,123.510986,0.046259914
02/01/2015,111.389999,120,104.629997,117.160004,69419400,112.203506,0.007303232
01/12/2014,118.809998,119.25,106.260002,110.379997,50681700,105.710335,-0.110257245
03/11/2014,108.220001,119.75,107.720001,118.93,44485400,113.898628,0.05247299
01/10/2014,100.589996,108.040001,95.18,108,61083400,102.984459,0.023804186
02/09/2014,103.059998,103.739998,96.139999,100.75,75318200,96.071152,-0.067813372
01/08/2014,94.900002,102.900002,93.279999,102.5,46746200,97.739883,0.029924984
01/07/2014,93.519997,99.440002,92.57,95.599998,49633100,90.709122,-0.030056406
02/06/2014,633.959961,651.26001,89.650002,92.93,59829300,88.17572,-0.860912794
01/05/2014,592,644.169983,580.330017,633,74996300,85.802269,-0.855063735
01/04/2014,537.76001,599.429993,511.329987,590.089966,82044000,79.541603,-0.852087174
03/03/2014,523.419983,549,522.809998,536.73999,61552000,72.35025,-0.861774001
03/02/2014,502.610016,551.190002,499.300018,526.23999,82267500,70.934898,-0.858866923
02/01/2014,555.679993,560.200012,493.549988,500.599976,109889900,67.077225,-0.879288033
02/12/2013,558,575.140015,538.799988,561.02002,86672400,75.173126,-0.865281136
