Date,Open,High,Low,Close,Volume,Adj Close,Price
01/12/2015,1.666,1.829,1.568,1.758,0,1.758,0.055222089
02/11/2015,1.553,1.779,1.543,1.654,0,1.654,0.065035415
01/10/2015,1.365,1.558,1.215,1.528,0,1.528,0.119413919
01/09/2015,1.504,1.614,1.372,1.375,0,1.375,-0.085771277
03/08/2015,1.552,1.671,1.292,1.541,0,1.541,-0.007087629
01/07/2015,1.699,1.752,1.473,1.548,0,1.548,-0.088875809
01/06/2015,1.492,1.809,1.471,1.628,0,1.628,0.091152815
01/05/2015,1.456,1.635,1.447,1.467,0,1.467,0.007554945
01/04/2015,1.341,1.507,1.26,1.442,0,1.442,0.075316928
02/03/2015,1.509,1.711,1.34,1.375,0,1.375,-0.08880053
02/02/2015,1.189,1.636,1.168,1.505,0,1.505,0.265769554
02/01/2015,1.686,1.705,1.159,1.187,0,1.187,-0.295966785
01/12/2014,1.469,1.791,1.454,1.653,0,1.653,0.125255276
03/11/2014,1.608,1.701,1.511,1.511,0,1.511,-0.060323383
01/10/2014,1.747,1.768,1.118,1.613,0,1.613,-0.076702919
02/09/2014,1.661,1.874,1.628,1.78,0,1.78,0.071643588
01/08/2014,1.771,1.789,1.495,1.628,0,1.628,-0.080745342
01/07/2014,1.648,1.807,1.61,1.763,0,1.763,0.069781553
02/06/2014,1.562,1.758,1.552,1.625,0,1.625,0.040332907
01/05/2014,1.69,1.765,1.465,1.528,0,1.528,-0.095857988
01/04/2014,1.73,1.811,1.001,1.681,0,1.681,-0.028323699
03/03/2014,1.471,1.786,1.451,1.732,0,1.732,0.17743032
03/02/2014,1.515,1.582,1.422,1.511,0,1.511,-0.002640264
02/01/2014,1.75,1.777,1.485,1.51,0,1.51,-0.137142857
02/12/2013,1.405,1.756,1.385,1.748,0,1.748,0.244128114
01/11/2013,1.359,1.46,1.289,1.367,0,1.367,0.005886681
01/10/2013,1.409,1.472,1.25,1.315,0,1.315,-0.066713982
03/09/2013,1.68,1.848,1.381,1.388,0,1.388,-0.173809524
01/08/2013,1.386,1.724,0.323,1.601,0,1.601,0.155122655
01/07/2013,1.425,1.611,1.282,1.391,0,1.391,-0.023859649
03/06/2013,1.063,1.557,0.947,1.385,0,1.385,0.302916275
01/05/2013,0.665,1.089,0.641,1.053,0,1.053,0.583458647
01/04/2013,0.79,0.79,0.65,0.678,0,0.678,-0.141772152
01/03/2013,0.748,0.921,0.724,0.769,0,0.769,0.028074866
01/02/2013,0.896,0.91,0.746,0.769,0,0.769,-0.141741071
02/01/2013,0.78,0.917,0.728,0.881,0,0.881,0.129487179
03/12/2012,0.639,0.783,0.592,0.725,0,0.725,0.13458529
01/11/2012,0.739,0.774,0.598,0.614,0,0.614,-0.169147497
01/10/2012,0.625,0.833,0.603,0.715,0,0.715,0.144
04/09/2012,0.598,0.741,0.593,0.63,0,0.63,0.053511706
01/08/2012,0.592,0.836,0.583,0.596,0,0.596,0.006756757
02/07/2012,0.712,0.712,0.541,0.599,0,0.599,-0.158707865
01/06/2012,0.631,0.773,0.6,0.729,0,0.729,0.155309033
01/05/2012,0.813,0.846,0.633,0.671,0,0.671,-0.174661747
02/04/2012,1.031,1.105,0.807,0.811,0,0.811,-0.213385063
01/03/2012,0.904,1.226,0.812,1.043,0,1.043,0.153761062
01/02/2012,0.72,0.927,0.699,0.875,0,0.875,0.215277778
03/01/2012,0.883,0.927,0.709,0.711,0,0.711,-0.194790487
01/12/2011,0.978,1.02,0.797,0.83,0,0.83,-0.151329243
01/11/2011,0.925,1.008,0.839,0.952,0,0.952,0.029189189
03/10/2011,0.952,1.22,0.843,1.011,0,1.011,0.06197479
01/09/2011,0.937,1.013,0.771,0.965,0,0.965,0.029882604
01/08/2011,1.347,1.37,0.793,0.952,0,0.952,-0.293244246
01/07/2011,1.753,1.846,1.373,1.373,0,1.373,-0.216771249
01/06/2011,1.652,1.81,1.37,1.754,0,1.754,0.061743341
02/05/2011,1.998,1.998,1.678,1.688,0,1.688,-0.155155155
01/04/2011,2.268,2.352,1.97,1.975,0,1.975,-0.129188713
01/03/2011,2.183,2.344,1.8,2.225,0,2.225,0.019239579
01/02/2011,2.007,2.415,1.987,2.137,0,2.137,0.064773293
03/01/2011,2.082,2.168,1.859,1.952,0,1.952,-0.062439962
01/12/2010,1.582,2.188,1.517,2.016,0,2.016,0.274336283
01/11/2010,1.171,1.587,1.016,1.464,0,1.464,0.250213493
01/10/2010,1.294,1.318,1.071,1.179,0,1.179,-0.088871716
01/09/2010,1.346,1.612,1.225,1.281,0,1.281,-0.048291233
02/08/2010,1.622,1.644,1.279,1.342,0,1.342,-0.172626387
01/07/2010,1.785,1.908,1.593,1.598,0,1.598,-0.104761905
01/06/2010,2.057,2.213,1.765,1.795,0,1.795,-0.127369956
03/05/2010,2.455,2.482,1.894,2.097,0,2.097,-0.145824847
01/04/2010,2.574,2.757,2.41,2.42,0,2.42,-0.05982906
01/03/2010,2.303,2.693,2.253,2.56,0,2.56,0.111593574
01/02/2010,2.378,2.507,2.197,2.284,0,2.284,-0.039529016
04/01/2010,2.684,2.684,2.297,2.348,0,2.348,-0.125186289
