Date,Open,High,Low,Close,Volume,Adj Close,Price
01/12/2015,747.109985,779.97998,724.169983,758.880005,2026100,758.880005,0.015754066
02/11/2015,711.059998,762.708008,705.849976,742.599976,1801600,742.599976,0.044356282
01/10/2015,608.369995,730,599.849976,710.809998,2333600,710.809998,0.168384378
01/09/2015,602.359985,650.900024,589.380005,608.419983,2398400,608.419983,0.010060426
03/08/2015,625.340027,674.900024,565.049988,618.25,2661500,618.25,-0.011337875
01/07/2015,524.72998,678.640015,515.179993,625.609985,2955500,625.609985,0.19225127
01/06/2015,536.789978,543.73999,520.5,520.51001,1660600,520.51001,-0.030328375
01/05/2015,538.429993,544.190002,521.085022,532.109985,1723100,532.109985,-0.011737845
01/04/2015,548.602478,571.142578,521.01239,537.340027,2117000,537.340027,-0.020529348
02/03/2015,560.532532,577.912598,544.222473,548.002441,1828800,548.002441,-0.022353905
02/02/2015,531.732361,564.712524,518.552368,558.402527,1842300,558.402527,0.050157124
02/01/2015,529.01239,542.172424,487.562195,534.522461,2790600,534.522461,0.010415769
01/12/2014,538.902466,541.412415,489.002228,526.402405,2146900,526.402405,-0.023195405
03/11/2014,555.502502,557.902527,530.082397,541.832458,1561400,541.832458,-0.024608429
01/10/2014,576.012634,581.002625,508.102295,559.08252,2356400,559.08252,-0.029391914
02/09/2014,571.8526,596.482727,568.212585,577.36261,1673200,577.36261,0.009635368
01/08/2014,570.402588,587.342651,560.002563,571.6026,1368600,571.6026,0.002103798
01/07/2014,578.322632,599.65271,565.012573,571.6026,1668700,571.6026,-0.011619867
02/06/2014,560.702515,582.452637,538.752441,575.282593,1872100,575.282593,0.026003233
01/05/2014,527.112427,567.84259,503.302277,559.892578,1828400,559.892578,0.062188158
01/04/2014,558.712524,604.832764,502.802277,526.662415,3290700,526.662415,-0.057364222
03/03/2014,1206.752075,1226.992065,552.922546,556.972473,3409800,556.972473,-0.538453271
03/02/2014,1179.202026,1228.88208,1128.021973,1215.6521,4528300,607.218811,-0.485059559
02/01/2014,1115.461914,1186.541992,1082.271851,1180.972046,5743000,589.896118,-0.471164268
02/12/2013,1063.511841,1121.001953,1049.021729,1120.711914,3364900,559.796204,-0.473634254
01/11/2013,1031.791748,1068.001831,1005.001709,1059.591797,2755100,529.266602,-0.487041253
01/10/2013,880.251526,1041.521851,842.981445,1030.581787,4963100,514.776123,-0.415194285
03/09/2013,854.36145,905.991577,853.951416,875.911499,3497500,437.51825,-0.487900291
01/08/2013,895.001526,909.711548,845.561462,846.901489,3225400,423.02771,-0.527344147
01/07/2013,886.451538,928.001587,875.611511,887.751526,4874300,443.432343,-0.499766965
03/06/2013,873.001465,910.841614,847.221436,880.37146,5111900,439.746002,-0.49628263
01/05/2013,823.261414,920.601562,816.361389,871.221497,4688900,435.175598,-0.471400468
01/04/2013,795.011414,827.641418,761.261292,824.571411,5096900,411.87384,-0.481927136
